t_no	u_no	l_no1	l_no2	DATE	time	rating	div	seat	price	phone	password
4222	1	27	2	2024-09-02	20:00	2	1	10	152640		
4223	65	26	1	2024-09-02	22:00	3	1	5	231750		
4224	81	7	18	2024-09-02	7:00	3	1	10	108000		
4225	58	19	30	2024-09-02	8:00	3	1	4	96750		
4226	182	28	18	2024-09-02	9:00	2	1	12	67680		
4227	144	29	14	2024-09-02	10:00	3	1	2	159750		
4228		21	24	2024-09-02	11:00	3	1	3	36000	010-3587-2904	9541
4229	72	3	21	2024-09-02	12:00	3	1	9	164250		
4230	187	4	6	2024-09-02	13:00	2	1	21	57600		
4231	133	5	8	2024-09-02	14:00	2	1	10	23040		
4232		10	15	2024-09-02	18:00	3	1	4	38250	010-6372-8519	9164
4233	179	12	21	2024-09-02	19:00	3	1	1	69750		
4234	152	28	21	2024-09-02	6:00	3	1	4	85500		
4235	124	17	27	2024-09-02	7:00	1	1	10	66000		
4236	110	29	1	2024-09-02	7:00	1	1	28	116000		
4237	142	22	12	2024-09-02	9:00	3	1	3	117000		
4238	41	28	17	2024-09-02	13:00	2	1	9	80640		
4239	111	6	17	2024-09-02	13:00	1	1	27	45000		
4240	17	25	30	2024-09-02	15:00	2	1	22	67680		
4241	35	20	29	2024-09-02	16:00	3	1	7	60750		
4242	18	3	1	2024-09-02	18:00	2	1	9	59040		
4243		22	3	2024-09-02	22:00	2	1	21	119520	010-8615-0294	2934
4244	100	18	27	2024-09-02	7:00	1	1	15	40000		
4245	97	19	17	2024-09-02	11:00	3	1	7	81000		
4246	121	3	10	2024-09-02	14:00	1	1	2	38000		
4247	42	23	30	2024-09-02	20:00	2	1	4	60480		
4248	47	8	26	2024-09-02	7:00	1	1	27	81000		
4249	36	26	10	2024-09-02	9:00	2	1	14	96480		
4250	192	19	23	2024-09-02	10:00	2	1	12	25920		
4251	134	8	28	2024-09-02	10:00	2	1	4	106560		
4252	27	22	26	2024-09-02	14:00	3	1	6	49500		
4253	60	18	23	2024-09-02	14:00	1	1	22	47000		
4254	38	11	9	2024-09-02	14:00	1	1	5	47000		
4255	163	18	3	2024-09-02	14:00	1	1	7	79000		
4256	104	11	12	2024-09-02	16:00	3	1	7	94500		
4257	139	24	10	2024-09-02	17:00	2	1	15	86400		
4258	173	20	3	2024-09-02	19:00	2	1	10	100800		
4259	155	12	28	2024-09-02	19:00	3	1	5	137250		
4260	155	25	19	2024-09-02	20:00	2	1	3	38880		
4261	1	8	15	2024-09-02	6:00	1	1	5	31000		
4262	183	10	12	2024-09-02	8:00	2	1	18	30240		
4263	41	17	4	2024-09-02	8:00	2	1	12	110880		
4264	123	19	25	2024-09-02	9:00	1	1	1	27000		
4265	94	14	24	2024-09-02	17:00	1	1	35	67000		
4266	191	19	20	2024-09-02	18:00	2	1	24	53280		
4267	36	5	6	2024-09-02	21:00	2	1	7	18720		
4268	135	24	14	2024-09-02	21:00	2	1	19	96480		
4269	69	25	23	2024-09-02	21:00	1	1	24	9000		
4270	30	23	5	2024-09-02	21:00	3	1	10	155250		
4271	38	6	30	2024-09-02	7:00	2	1	23	133920		
4272	37	1	3	2024-09-02	7:00	1	1	36	41000		
4273	97	5	7	2024-09-02	8:00	3	1	8	60750		
4274	150	4	17	2024-09-02	10:00	3	1	2	173250		
4275	117	11	12	2024-09-02	11:00	3	1	2	94500		
4276	168	26	17	2024-09-02	14:00	3	1	7	159750		
4277	185	7	9	2024-09-02	14:00	3	1	1	67500		
4278	191	29	12	2024-09-02	14:00	1	1	32	54000		
4279	143	12	15	2024-09-02	15:00	3	1	8	58500		
4280	182	27	8	2024-09-02	15:00	1	1	38	78000		
4281	163	6	11	2024-09-02	16:00	2	1	22	51840		
4282	198	23	8	2024-09-02	17:00	2	1	27	79200		
4283	177	10	12	2024-09-02	19:00	2	1	11	30240		
4284	23	24	14	2024-09-02	19:00	2	1	9	96480		
4285	37	23	30	2024-09-02	19:00	2	1	16	60480		
4286	185	12	14	2024-09-02	8:00	1	1	24	45000		
4287	4	13	24	2024-09-02	8:00	2	1	6	72000		
4288	183	20	17	2024-09-02	9:00	2	1	12	20160		
4289	28	17	15	2024-09-02	10:00	2	1	26	48960		
4290	108	14	25	2024-09-02	15:00	1	1	22	52000		
4291	118	26	13	2024-09-02	16:00	1	1	17	60000		
4292	182	12	13	2024-09-02	18:00	2	1	10	24480		
4293	24	2	26	2024-09-02	18:00	3	1	4	240750		
4294		30	7	2024-09-02	21:00	1	1	24	81000	010-1954-6783	2612
4295	2	24	21	2024-09-02	22:00	3	1	6	36000		
4296	103	16	27	2024-09-02	22:00	3	1	1	123750		
4297	80	5	15	2024-09-02	6:00	2	1	7	67680		
4298	133	5	11	2024-09-02	7:00	2	1	11	70560		
4299	152	29	17	2024-09-02	8:00	3	1	10	92250		
4300	14	8	25	2024-09-02	9:00	3	1	6	139500		
4301	179	4	29	2024-09-02	12:00	3	1	3	243000		
4302	89	14	29	2024-09-02	12:00	1	1	37	71000		
4303	81	2	10	2024-09-02	14:00	1	1	20	43000		
4304	42	5	30	2024-09-02	19:00	2	1	3	72720		
4305		19	17	2024-09-02	6:00	3	1	4	81000	010-6725-8190	1921
4306	17	26	23	2024-09-02	13:00	3	1	5	85500		
4307	168	17	28	2024-09-02	15:00	3	1	1	126000		
4308	26	14	18	2024-09-02	16:00	3	1	5	33750		
4309	91	24	19	2024-09-02	17:00	3	1	7	96750		
4310	137	13	24	2024-09-02	19:00	2	1	10	72000		
4311	4	11	20	2024-09-02	20:00	2	1	12	90720		
4312	78	6	4	2024-09-02	20:00	1	1	17	40000		
4313	45	13	14	2024-09-02	21:00	2	1	5	40320		
4314	192	26	4	2024-09-02	6:00	2	1	27	128160		
4315	64	12	8	2024-09-02	10:00	3	1	7	45000		
4316	37	8	11	2024-09-02	10:00	2	1	8	48960		
4317	110	23	22	2024-09-02	15:00	1	1	30	26000		
4318	57	30	22	2024-09-02	18:00	2	1	12	37440		
4319	127	1	17	2024-09-02	20:00	1	1	33	82000		
4320	88	12	27	2024-09-02	21:00	2	1	26	97920		
4321	75	2	22	2024-09-02	22:00	3	1	9	191250		
4322	29	14	1	2024-09-02	9:00	1	1	11	58000		
4323	48	28	25	2024-09-02	11:00	2	1	9	33120		
4324	4	1	17	2024-09-02	11:00	1	1	22	82000		
4325	34	16	10	2024-09-02	14:00	1	1	13	21000		
4326	192	21	14	2024-09-02	14:00	2	1	9	74880		
4327	175	17	21	2024-09-02	18:00	1	1	43	19000		
4328	92	20	13	2024-09-02	18:00	1	1	17	37000		
4329	176	21	1	2024-09-02	19:00	2	1	23	133920		
4330	177	23	22	2024-09-02	20:00	1	1	28	26000		
4331	117	28	6	2024-09-02	20:00	1	1	3	83000		
4332		22	23	2024-09-02	22:00	2	1	24	37440	010-8731-0964	7736
4333	194	5	21	2024-09-02	7:00	1	1	2	61000		
4334	181	26	23	2024-09-02	10:00	3	1	5	85500		
4335	106	14	25	2024-09-02	11:00	1	1	38	52000		
4336	131	6	14	2024-09-02	19:00	1	1	33	48000		
4337	38	5	23	2024-09-02	6:00	1	1	26	69000		
4338	158	11	26	2024-09-02	7:00	1	1	17	59000		
4339	37	9	11	2024-09-02	7:00	3	1	2	105750		
4340	38	6	19	2024-09-02	8:00	3	1	6	117000		
4341	195	8	13	2024-09-02	9:00	1	1	29	21000		
4342	82	12	8	2024-09-02	18:00	3	1	5	45000		
4343	77	1	15	2024-09-02	7:00	1	1	44	63000		
4344	83	9	13	2024-09-02	8:00	2	1	12	37440		
4345		6	30	2024-09-02	9:00	2	1	17	133920	010-2967-4018	9827
4346	97	14	6	2024-09-02	10:00	3	1	7	108000		
4347	10	12	16	2024-09-02	16:00	2	1	6	17280		
4348	121	5	4	2024-09-02	17:00	3	1	3	117000		
4349	26	29	21	2024-09-02	17:00	1	1	9	24000		
4350	85	13	24	2024-09-02	19:00	2	1	19	72000		
4351	59	24	14	2024-09-02	20:00	2	1	4	96480		
4352	161	15	9	2024-09-02	21:00	1	1	37	36000		
4353	157	5	8	2024-09-02	6:00	2	1	5	23040		
4354	156	22	12	2024-09-02	6:00	3	1	2	117000		
4355	180	1	15	2024-09-02	8:00	1	1	31	63000		
4356	12	23	6	2024-09-02	12:00	2	1	27	93600		
4357	123	23	30	2024-09-02	13:00	2	1	22	60480		
4358	156	29	21	2024-09-02	15:00	1	1	8	24000		
4359	35	18	22	2024-09-02	16:00	1	1	5	23000		
4360	121	16	5	2024-09-02	17:00	1	1	34	41000		
4361	183	4	22	2024-09-02	22:00	1	1	41	69000		
4362	8	22	3	2024-09-02	6:00	2	1	12	119520		
4363	4	7	29	2024-09-02	9:00	2	1	23	116640		
4364	79	28	29	2024-09-02	11:00	2	1	14	56160		
4365	21	23	22	2024-09-02	12:00	1	1	13	26000		
4366	176	22	21	2024-09-02	14:00	1	1	13	43000		
4367	46	29	26	2024-09-02	15:00	2	1	10	86400		
4368	64	23	16	2024-09-02	16:00	2	1	15	40320		
4369	177	3	7	2024-09-02	16:00	2	1	18	44640		
4370	124	26	28	2024-09-02	20:00	1	1	23	21000		
4371	20	8	23	2024-09-02	22:00	3	1	3	123750		
4372	2	11	24	2024-09-02	7:00	2	1	26	106560		
4373	48	24	3	2024-09-02	8:00	3	1	5	191250		
4374	60	14	17	2024-09-02	8:00	2	1	6	77760		
4375	128	12	29	2024-09-02	9:00	2	1	19	77760		
4376	171	7	23	2024-09-02	12:00	2	1	23	83520		
4377	135	27	12	2024-09-02	13:00	2	1	24	97920		
4378	142	18	13	2024-09-02	14:00	2	1	20	60480		
4379	60	7	8	2024-09-02	16:00	1	1	37	15000		
4380	47	29	9	2024-09-02	16:00	1	1	31	66000		
4381	195	24	21	2024-09-02	17:00	3	1	9	36000		
4382	168	28	29	2024-09-02	19:00	2	1	13	56160		
4383	82	18	27	2024-09-02	19:00	1	1	17	40000		
4384	28	24	4	2024-09-02	20:00	3	1	6	229500		
4385	101	13	17	2024-09-02	20:00	3	1	3	63000		
4386	11	13	8	2024-09-02	22:00	2	1	9	30240		
4387	193	23	2	2024-09-02	6:00	2	1	12	126720		
4388		11	10	2024-09-02	7:00	1	1	13	22000	010-1378-5960	5430
4389	75	16	18	2024-09-02	8:00	2	1	16	72000		
4390	101	14	16	2024-09-02	11:00	3	1	1	83250		
4391	127	25	10	2024-09-02	13:00	1	1	39	53000		
4392	110	5	30	2024-09-02	14:00	2	1	22	145440		
4393		22	13	2024-09-02	15:00	2	1	3	54720	010-4782-6034	0235
4394	50	15	22	2024-09-02	15:00	1	1	12	27000		
4395	41	11	15	2024-09-02	15:00	3	1	7	54000		
4396	60	15	1	2024-09-02	18:00	2	1	7	90720		
4397	35	14	16	2024-09-02	19:00	3	1	6	83250		
4398	87	14	2	2024-09-02	19:00	3	1	3	141750		
4399	22	15	7	2024-09-02	20:00	3	1	1	67500		
4400	128	18	23	2024-09-02	22:00	1	1	26	47000		
4401	116	11	15	2024-09-02	6:00	3	1	1	54000		
4402	28	29	13	2024-09-02	6:00	3	1	2	128250		
4403	117	11	20	2024-09-02	6:00	2	1	1	90720		
4404	32	17	12	2024-09-02	8:00	3	1	4	33750		
4405	165	22	3	2024-09-02	9:00	2	1	17	119520		
4406	191	14	3	2024-09-02	12:00	2	1	19	93600		
4407	169	11	14	2024-09-02	12:00	1	1	38	14000		
4408	17	24	7	2024-09-02	15:00	3	1	6	164250		
4409	43	22	4	2024-09-02	16:00	2	1	8	99360		
4410	48	3	20	2024-09-02	16:00	1	1	29	70000		
4411	3	8	26	2024-09-02	21:00	1	1	39	81000		
4412	23	5	23	2024-09-02	22:00	1	1	4	69000		
4413	108	26	7	2024-09-02	7:00	1	1	21	77000		
4414	42	3	19	2024-09-02	8:00	1	1	17	68000		
4415		7	19	2024-09-02	8:00	2	1	5	61920	010-4236-1897	8842
4416	54	5	24	2024-09-02	11:00	3	1	8	164250		
4417	91	27	9	2024-09-02	20:00	1	1	34	81000		
4418	188	29	15	2024-09-02	22:00	2	1	6	79200		
4419	116	23	27	2024-09-02	6:00	2	1	21	46080		
4420	5	23	1	2024-09-02	8:00	3	1	8	207000		
4421		16	6	2024-09-02	10:00	1	1	1	38000	010-2986-7430	1778
4422	134	6	26	2024-09-02	14:00	1	1	25	89000		
4423	63	9	28	2024-09-02	16:00	1	1	21	74000		
4424	144	18	4	2024-09-02	16:00	1	1	5	52000		
4425	112	17	14	2024-09-02	17:00	3	1	6	121500		
4426	60	2	10	2024-09-02	19:00	1	1	8	43000		
4427	109	30	14	2024-09-02	22:00	2	1	19	70560		
4428	78	20	24	2024-09-02	22:00	3	1	10	36000		
4429		15	24	2024-09-02	9:00	1	1	31	50000	010-5384-9017	8297
4430	137	19	18	2024-09-02	11:00	1	1	25	32000		
4431		29	26	2024-09-02	12:00	2	1	24	86400	010-8197-6045	1131
4432		4	8	2024-09-02	12:00	3	1	9	101250	010-5742-1865	9009
4433	127	2	6	2024-09-02	13:00	2	1	20	34560		
4434	157	17	16	2024-09-02	13:00	2	1	2	24480		
4435	104	8	18	2024-09-02	15:00	1	1	12	58000		
4436	138	19	15	2024-09-02	18:00	2	1	11	18720		
4437	152	22	7	2024-09-02	21:00	3	1	1	123750		
4438	109	25	3	2024-09-02	21:00	2	1	9	123840		
4439	109	2	9	2024-09-02	6:00	1	1	41	45000		
4440	55	16	4	2024-09-02	7:00	3	1	4	141750		
4441	133	26	15	2024-09-02	7:00	1	1	27	49000		
4442	105	7	12	2024-09-02	16:00	2	1	5	44640		
4443	54	18	27	2024-09-02	17:00	1	1	41	40000		
4444	47	29	25	2024-09-02	17:00	2	1	21	27360		
4445	49	19	14	2024-09-02	19:00	1	1	14	24000		
4446	73	1	23	2024-09-02	20:00	2	1	1	132480		
4447	16	18	10	2024-09-02	20:00	3	1	8	96750		
4448	156	28	7	2024-09-02	6:00	3	1	10	166500		
4449	75	21	16	2024-09-02	8:00	1	1	9	22000		
4450	126	8	18	2024-09-02	10:00	1	1	4	58000		
4451	80	7	30	2024-09-02	14:00	1	1	20	81000		
4452		3	22	2024-09-02	15:00	1	1	40	83000	010-6528-4039	3503
4453	102	15	10	2024-09-02	16:00	1	1	30	17000		
4454	73	9	17	2024-09-02	20:00	2	1	6	36000		
4455	186	29	5	2024-09-02	21:00	1	1	6	84000		
4456	17	5	12	2024-09-02	21:00	2	1	13	43200		
4457	188	18	12	2024-09-02	21:00	3	1	5	132750		
4458	111	22	9	2024-09-02	8:00	2	1	11	90720		
4459	44	16	14	2024-09-02	9:00	1	1	33	37000		
4460	53	13	7	2024-09-02	9:00	2	1	2	34560		
4461	177	3	9	2024-09-02	10:00	1	1	5	30000		
4462	115	2	7	2024-09-02	10:00	1	1	22	30000		
4463	125	6	5	2024-09-02	11:00	1	1	7	13000		
4464	176	30	7	2024-09-02	13:00	1	1	12	81000		
4465	49	3	16	2024-09-02	15:00	2	1	26	74880		
4466	91	24	2	2024-09-02	17:00	3	1	8	220500		
4467	76	6	8	2024-09-02	17:00	2	1	24	14400		
4468		29	22	2024-09-02	21:00	3	1	10	123750	010-6518-0497	2239
4469	5	14	6	2024-09-02	22:00	3	1	8	108000		
4470	26	21	20	2024-09-02	7:00	3	1	10	22500		
4471	191	8	28	2024-09-02	12:00	2	1	27	106560		
4472	58	4	27	2024-09-02	12:00	1	1	16	90000		
4473	170	2	20	2024-09-02	14:00	1	1	7	83000		
4474	141	16	27	2024-09-02	16:00	3	1	9	123750		
4475	86	11	3	2024-09-02	6:00	2	1	20	76320		
4476	153	11	26	2024-09-02	9:00	1	1	40	59000		
4477	100	15	14	2024-09-02	9:00	3	1	8	45000		
4478	133	12	14	2024-09-02	10:00	1	1	8	45000		
4479	58	4	29	2024-09-02	11:00	3	1	3	243000		
4480		30	23	2024-09-02	11:00	3	1	1	94500	010-9478-1253	1863
4481	53	25	16	2024-09-02	13:00	1	1	9	34000		
4482	181	3	23	2024-09-02	16:00	2	1	25	115200		
4483	64	29	5	2024-09-02	17:00	1	1	41	84000		
4484		27	18	2024-09-02	17:00	2	1	17	57600	010-5283-6709	0998
4485	163	29	8	2024-09-02	20:00	1	1	22	73000		
4486	177	30	29	2024-09-02	21:00	1	1	19	63000		
4487	6	6	14	2024-09-02	6:00	1	1	11	48000		
4488	101	19	5	2024-09-02	8:00	2	1	5	84960		
4489	176	10	29	2024-09-02	10:00	1	1	40	68000		
4490	159	7	10	2024-09-02	10:00	1	1	25	13000		
4491	30	18	19	2024-09-02	14:00	2	1	17	46080		
4492	181	19	1	2024-09-02	19:00	3	1	8	168750		
4493		12	16	2024-09-02	22:00	2	1	7	17280	010-4298-6157	8488
4494	57	12	27	2024-09-02	7:00	2	1	10	97920		
4495	81	13	17	2024-09-02	9:00	3	1	8	63000		
4496		4	23	2024-09-02	10:00	1	1	36	82000	010-8706-9321	5387
4497	9	7	13	2024-09-02	10:00	3	1	2	54000		
4498	74	11	27	2024-09-02	11:00	3	1	10	135000		
4499	72	7	27	2024-09-02	14:00	2	1	20	108000		
4500	52	12	30	2024-09-02	17:00	2	1	10	110880		
4501	164	8	7	2024-09-02	21:00	3	1	6	33750		
4502	43	3	19	2024-09-02	22:00	1	1	16	68000		
4503	133	12	27	2024-09-02	8:00	2	1	5	97920		
4504	71	8	4	2024-09-02	12:00	2	1	8	64800		
4505	17	13	11	2024-09-02	14:00	3	1	6	58500		
4506	185	15	30	2024-09-02	15:00	3	1	5	121500		
4507	156	9	16	2024-09-02	16:00	1	1	16	25000		
4508	98	19	18	2024-09-02	16:00	1	1	2	32000		
4509	75	24	6	2024-09-02	18:00	3	1	3	166500		
4510	81	25	10	2024-09-02	19:00	1	1	13	53000		
4511	83	24	21	2024-09-02	21:00	3	1	8	36000		
4512	56	15	5	2024-09-02	6:00	1	1	38	47000		
4513	131	11	27	2024-09-02	6:00	3	1	3	135000		
4514	159	16	22	2024-09-02	12:00	2	1	9	56160		
4515	65	5	6	2024-09-02	16:00	2	1	4	18720		
4516	160	7	14	2024-09-02	17:00	2	1	2	48960		
4517	20	18	17	2024-09-02	17:00	2	1	25	96480		
4518		29	21	2024-09-02	20:00	1	1	37	24000	010-8271-3945	3543
4519	78	19	14	2024-09-02	21:00	1	1	34	24000		
4520	25	11	29	2024-09-02	22:00	3	1	7	177750		
4521	154	11	12	2024-09-02	7:00	3	1	2	94500		
4522	38	19	25	2024-09-02	7:00	1	1	14	27000		
4523	111	12	22	2024-09-02	8:00	2	1	10	74880		
4524	167	12	14	2024-09-02	10:00	1	1	24	45000		
4525	20	14	23	2024-09-02	11:00	2	1	22	60480		
4526	185	30	4	2024-09-02	12:00	1	1	6	92000		
4527	91	28	16	2024-09-02	14:00	2	1	8	69120		
4528	98	16	4	2024-09-02	16:00	3	1	4	141750		
4529		14	8	2024-09-02	18:00	3	1	7	96750	010-2196-3850	2988
4530	195	18	15	2024-09-02	19:00	2	1	11	47520		
4531	184	28	21	2024-09-02	21:00	3	1	4	85500		
4532	182	19	9	2024-09-02	8:00	2	1	25	66240		
4533	130	11	29	2024-09-02	9:00	3	1	9	177750		
4534	54	7	29	2024-09-02	11:00	2	1	11	116640		
4535	183	30	1	2024-09-02	15:00	2	1	9	152640		
4536		13	3	2024-09-02	18:00	1	1	2	46000	010-6304-7298	7392
4537	175	22	10	2024-09-02	18:00	1	1	32	44000		
4538	70	5	22	2024-09-02	18:00	2	1	18	108000		
4539	130	6	2	2024-09-02	18:00	3	1	2	54000		
4540		7	6	2024-09-02	22:00	3	1	4	31500	010-6870-2153	5037
4541	165	27	12	2024-09-02	6:00	2	1	25	97920		
4542	60	25	18	2024-09-02	7:00	2	1	17	82080		
4543	94	14	15	2024-09-02	12:00	1	1	6	20000		
4544		24	19	2024-09-02	20:00	3	1	9	96750	010-5913-4782	6322
4545	90	24	26	2024-09-02	21:00	2	1	7	92160		
4546	198	28	11	2024-09-02	6:00	2	1	2	87840		
4547	17	21	14	2024-09-02	10:00	2	1	22	74880		
4548	82	6	30	2024-09-02	10:00	2	1	20	133920		
4549	137	20	27	2024-09-02	11:00	2	1	20	87840		
4550	81	17	4	2024-09-02	11:00	2	1	11	110880		
4551	89	24	3	2024-09-02	12:00	3	1	1	191250		
4552	95	19	15	2024-09-02	14:00	2	1	16	18720		
4553	121	3	7	2024-09-02	16:00	2	1	19	44640		
4554	76	9	24	2024-09-02	19:00	1	1	22	55000		
4555	184	28	21	2024-09-02	19:00	3	1	4	85500		
4556	68	8	4	2024-09-02	20:00	2	1	11	64800		
4557	44	22	25	2024-09-02	7:00	3	1	1	78750		
4558		15	1	2024-09-02	9:00	2	1	9	90720	010-6935-8412	3416
4559	116	7	26	2024-09-02	9:00	3	1	6	173250		
4560	158	11	3	2024-09-02	11:00	2	1	9	76320		
4561	158	19	28	2024-09-02	14:00	3	1	2	69750		
4562	86	28	29	2024-09-02	19:00	2	1	11	56160		
4563		15	5	2024-09-02	21:00	1	1	32	47000	010-8023-9465	4462
4564	146	24	21	2024-09-02	21:00	3	1	1	36000		
4565	73	8	29	2024-09-02	21:00	1	1	9	73000		
4566	26	26	21	2024-09-02	21:00	2	1	21	80640		
4567	156	20	22	2024-09-02	6:00	1	1	19	53000		
4568	183	24	10	2024-09-02	7:00	2	1	25	86400		
4569	188	24	14	2024-09-02	10:00	2	1	9	96480		
4570	28	17	21	2024-09-02	10:00	1	1	4	19000		
4571	20	16	19	2024-09-02	10:00	2	1	21	30240		
4572	130	22	25	2024-09-02	15:00	3	1	3	78750		
4573	18	5	13	2024-09-02	19:00	3	1	4	83250		
4574		28	29	2024-09-02	20:00	2	1	2	56160	010-8614-7950	8207
4575	188	7	29	2024-09-02	8:00	2	1	14	116640		
4576	112	5	6	2024-09-02	10:00	2	1	23	18720		
4577	30	15	17	2024-09-02	10:00	3	1	6	76500		
4578	35	22	28	2024-09-02	11:00	3	1	8	54000		
4579	137	29	17	2024-09-02	11:00	3	1	1	92250		
4580		9	4	2024-09-02	13:00	2	1	14	86400	010-3762-0598	2927
4581	38	25	9	2024-09-02	13:00	1	1	34	57000		
4582	13	24	2	2024-09-02	14:00	3	1	6	220500		
4583	113	7	27	2024-09-02	17:00	2	1	15	108000		
4584	188	29	1	2024-09-02	17:00	1	1	1	116000		
4585		19	2	2024-09-02	18:00	2	1	2	105120	010-6974-5083	6882
4586	71	5	24	2024-09-02	21:00	3	1	3	164250		
4587	9	17	4	2024-09-02	8:00	2	1	15	110880		
4588	95	28	21	2024-09-02	14:00	3	1	8	85500		
4589	119	16	9	2024-09-02	14:00	3	1	3	56250		
4590	31	21	13	2024-09-02	15:00	1	1	21	34000		
4591	196	22	27	2024-09-02	16:00	1	1	16	21000		
4592	114	26	24	2024-09-02	22:00	3	1	3	144000		
4593	182	1	26	2024-09-02	6:00	1	1	14	103000		
4594	20	5	22	2024-09-02	7:00	2	1	13	108000		
4595	112	16	29	2024-09-02	9:00	2	1	22	66240		
4596	38	22	4	2024-09-02	9:00	2	1	20	99360		
4597	77	29	16	2024-09-02	11:00	2	1	8	66240		
4598	65	21	26	2024-09-02	11:00	3	1	8	126000		
4599	19	16	22	2024-09-02	13:00	2	1	3	56160		
4600	58	26	20	2024-09-02	14:00	2	1	22	96480		
4601	35	29	21	2024-09-02	14:00	1	1	14	24000		
4602		15	16	2024-09-02	15:00	3	1	2	38250	010-2619-4803	8705
4603	148	11	16	2024-09-02	16:00	2	1	7	54720		
4604	154	24	10	2024-09-02	16:00	2	1	3	86400		
4605	45	14	18	2024-09-02	20:00	3	1	4	33750		
4606	169	18	20	2024-09-02	8:00	1	1	2	70000		
4607	46	7	23	2024-09-02	8:00	2	1	6	83520		
4608	72	2	3	2024-09-02	9:00	3	1	6	42750		
4609		3	9	2024-09-02	12:00	1	1	38	30000	010-5981-2764	5329
4610	59	4	6	2024-09-02	15:00	2	1	19	57600		
4611	48	28	3	2024-09-02	17:00	3	1	1	222750		
4612	87	4	27	2024-09-02	18:00	1	1	27	90000		
4613	75	2	27	2024-09-02	20:00	2	1	22	152640		
4614	84	30	8	2024-09-02	21:00	1	1	29	85000		
4615	67	3	5	2024-09-02	22:00	3	1	5	27000		
4616	42	29	28	2024-09-02	9:00	3	1	3	87750		
4617	38	6	13	2024-09-02	10:00	3	1	3	67500		
4618	165	13	3	2024-09-02	11:00	1	1	21	46000		
4619		14	8	2024-09-02	12:00	3	1	5	96750	010-8764-2390	1391
4620	26	5	24	2024-09-02	13:00	3	1	1	164250		
4621	89	3	19	2024-09-02	22:00	1	1	4	68000		
4622	154	6	8	2024-09-02	6:00	2	1	21	14400		
4623	175	28	26	2024-09-02	6:00	3	1	2	47250		
4624	86	28	6	2024-09-02	8:00	1	1	10	83000		
4625	173	2	7	2024-09-02	8:00	1	1	26	30000		
4626	86	14	5	2024-09-02	10:00	2	1	10	84960		
4627	45	26	30	2024-09-02	13:00	1	1	6	4000		
4628	139	1	19	2024-09-02	15:00	1	1	15	75000		
4629	93	18	15	2024-09-02	16:00	2	1	10	47520		
4630	18	25	21	2024-09-02	19:00	3	1	4	36000		
4631	20	24	21	2024-09-02	20:00	3	1	4	36000		
4632	47	22	6	2024-09-02	20:00	2	1	15	95040		
4633	157	2	3	2024-09-02	22:00	3	1	10	42750		
4634	181	30	11	2024-09-02	22:00	3	1	5	141750		
4635	71	5	28	2024-09-02	7:00	3	1	2	200250		
4636	107	8	12	2024-09-02	7:00	2	1	18	28800		
4637	62	26	21	2024-09-02	7:00	2	1	5	80640		
4638	24	20	29	2024-09-02	9:00	3	1	9	60750		
4639	134	6	8	2024-09-02	10:00	2	1	2	14400		
4640	124	29	5	2024-09-02	16:00	1	1	20	84000		
4641	123	16	20	2024-09-02	16:00	2	1	8	36000		
4642	158	12	30	2024-09-02	17:00	2	1	27	110880		
4643	120	12	6	2024-09-02	18:00	2	1	15	43200		
4644	142	20	13	2024-09-02	19:00	1	1	35	37000		
4645	110	14	25	2024-09-02	20:00	1	1	2	52000		
4646	66	30	26	2024-09-02	21:00	2	1	23	5760		
4647	191	7	29	2024-09-02	7:00	2	1	7	116640		
4648	157	5	28	2024-09-02	9:00	3	1	9	200250		
4649	77	27	20	2024-09-02	13:00	3	1	5	137250		
4650	40	7	23	2024-09-02	15:00	2	1	24	83520		
4651	104	18	22	2024-09-02	16:00	1	1	8	23000		
4652	158	19	10	2024-09-02	18:00	1	1	4	30000		
4653	70	28	14	2024-09-02	20:00	1	1	15	49000		
4654	69	10	8	2024-09-02	21:00	3	1	4	31500		
4655	178	2	24	2024-09-02	7:00	2	1	14	141120		
4656	5	17	20	2024-09-02	7:00	1	1	32	14000		
4657	104	6	11	2024-09-02	8:00	2	1	7	51840		
4658	115	26	5	2024-09-02	8:00	2	1	24	139680		
4659		16	23	2024-09-02	9:00	3	1	3	63000	010-8462-5071	4337
4660		26	7	2024-09-02	12:00	1	1	30	77000	010-2967-4018	9827
4661	146	17	4	2024-09-02	12:00	2	1	9	110880		
4662	20	3	25	2024-09-02	15:00	2	1	23	123840		
4663		14	17	2024-09-02	16:00	2	1	4	77760	010-8407-1392	5607
4664	187	9	20	2024-09-02	16:00	2	1	16	56160		
4665	120	9	27	2024-09-02	6:00	1	1	39	81000		
4666	110	26	24	2024-09-02	8:00	3	1	6	144000		
4667	178	11	14	2024-09-02	9:00	1	1	32	14000		
4668	2	9	17	2024-09-02	10:00	2	1	12	36000		
4669	42	30	7	2024-09-02	11:00	1	1	14	81000		
4670		28	17	2024-09-02	14:00	2	1	7	80640	010-9340-2687	5197
4671	39	5	14	2024-09-02	17:00	3	1	6	132750		
4672	114	1	2	2024-09-02	18:00	3	1	5	51750		
4673	44	7	26	2024-09-02	19:00	3	1	2	173250		
4674	162	26	14	2024-09-02	20:00	1	1	37	45000		
4675	58	25	5	2024-09-02	22:00	2	1	5	106560		
4676	185	29	26	2024-09-02	9:00	2	1	10	86400		
